title_normalized,title_original,tmdb_id,year,director,tmdb_genres,tmdb_keywords,nanogenres,themes,overview,popularity,vote_average,lb_url
the gentlemen,The Gentlemen,522627,2020,Guy Ritchie,Comedy|Crime,"london, england|robbery|businessman|gangster|dark comedy|betrayal|marijuana|business|jewish american|gunfight|brutality|american abroad|irishman|scheme|playful|casual",,,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",7.7778,7.662,https://letterboxd.com/film/the-gentlemen/
the godfather,The Godfather,238,1972,Francis Ford Coppola,Drama|Crime,based on novel or book|loss of loved one|love at first sight|italy|gangster|symbolism|patriarch|europe|organized crime|mafia|religion|revenge motive|crime family|sicilian mafia|religious hypocrisy|gun violence|rise to power|gang violence|1940s|1950s,,,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody r",43.4711,8.687,https://letterboxd.com/film/the-godfather/
the godfather part ii,The Godfather Part II,240,1974,Francis Ford Coppola,Drama|Crime,new year's eve|new york city|based on novel or book|italian american|cuba|italy|gangster|praise|blackmail|symbolism|senator|revenge|murder|betrayal|organized crime|extortion|mafia|lawyer|suburb|sicilian mafia,,,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",25.9419,8.572,https://letterboxd.com/film/the-godfather-part-ii/
the goonies,The Goonies,9340,1985,Richard Donner,Adventure|Comedy|Family,"gang of thieves|treasure map|oregon, usa|gunfight|pirate|childhood friends|booby trap|water slide|foreclosure|walking the plank|lost treasure|social outcast|pirate ship|henchmen",,,"Young teen Mikey Walsh and his friends set off on a quest to find Pirate One-Eyed Willie's treasure in hopes of saving their homes from demolition. However, on their quest to find the treasure, they run into a family of recently escaped criminals, determined to capture the kids and reach the treasur",8.8553,7.512,https://letterboxd.com/film/the-goonies/
the graduate,The Graduate,37247,1967,Mike Nichols,Drama|Romance|Comedy,"love triangle|seduction|college|older woman seduces younger guy|romance|coming of age|los angeles, california|wedding|older woman younger man relationship|graduate|rape accusation|mother seduces daughter's fiancee|audacious|bold|defiant|inflammatory",,,A disillusioned college graduate finds himself torn between his older lover and her daughter.,5.7289,7.631,https://letterboxd.com/film/the-graduate/
the grand budapest hotel,The Grand Budapest Hotel,120467,2014,Wes Anderson,Comedy|Drama,hotel|painting|wartime|eastern europe|author|gunfight|theft|period drama|bellhop  |mentor protégé relationship|european|hotel lobby|renaissance painting|1960s|1930s|absurd|witty|hilarious,,,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and t",13.4036,8.031,https://letterboxd.com/film/the-grand-budapest-hotel/
the great beauty,The Great Beauty,179144,2013,Paolo Sorrentino,Drama,"journalist|based on novel or book|rome, italy|alcohol|birthday|vatican (holy see)|nightclub|giraffe|artist|beauty|satire|aging|love|church|art|drugs|flamingo|excited",,,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",2.4615,7.5,https://letterboxd.com/film/the-great-beauty/
the great escape,The Great Escape,5925,1963,John Sturges,Adventure|Drama|War,prison|uniform|swastika|prisoner|based on novel or book|nazi|escape|optimism|freedom|machinegun|switzerland|shower|dystopia|baseball|world war ii|prisoner of war|claustrophobia|attempt to escape|barbed wire|based on true story,,,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II.",6.6199,7.9,https://letterboxd.com/film/the-great-escape/
the great gatsby,The Great Gatsby,64682,2013,Baz Luhrmann,Drama|Romance,"infidelity|based on novel or book|obsession|hope|long island, new york|1920s|voiceover",,,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",8.5622,7.353,https://letterboxd.com/film/the-great-gatsby/
the greatest showman,The Greatest Showman,316029,2017,Michael Gracey,Drama,adultery|circus|musical|biography|rags to riches|based on true story|outcast|singing|dreamer|freak show|absurd|amused|cliché|complicated,,,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",9.4628,7.862,https://letterboxd.com/film/the-greatest-showman/
the green knight,The Green Knight,559907,2021,David Lowery,Adventure|Drama|Fantasy,"winter|fox|camelot|king arthur|middle ages (476-1453)|excalibur|knights of the round table|aftercreditsstinger|decapitated head|based on myths, legends or folklore|meditative|christmas|quest|philosophical|myth|gawain|cautionary|medieval knight|intense|earnest",,,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",6.4302,6.603,https://letterboxd.com/film/the-green-knight/
the green mile,The Green Mile,497,1999,Frank Darabont,Fantasy|Drama|Crime,mentally disabled|death penalty|based on novel or book|southern usa|psychopath|death row|jail guard|supernatural|great depression|prison guard|jail|electric chair|capital punishment|torture|magic realism|healing|1930s|abuse of power|cruel,,,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's executi",24.9137,8.505,https://letterboxd.com/film/the-green-mile/
the green ray,The Green Ray,54898,1986,Éric Rohmer,Drama|Romance,"paris, france|jules verne|vacation|romance|summer vacation|lonely woman|cherbourg, france",,,A lonely Parisian woman comes to terms with her isolation and anxieties during a long summer vacation.,1.6729,7.46,https://letterboxd.com/film/the-green-ray/
the guernsey literary & potato peel pie society,The Guernsey Literary & Potato Peel Pie Society,451480,2018,Mike Newell,Romance|Drama|History,"london, england|based on novel or book|world war ii|channel islands|book club|german occupation|historical fiction|period drama|reading a book|nazi occupation|1940s|guernsey",,,"Free-spirited writer Juliet Ashton forms a life-changing bond with the delightful and eccentric Guernsey Literary and Potato Peel Pie Society, when she decides to write about the book club they formed during the occupation of Guernsey in WWII.",2.0445,7.405,https://letterboxd.com/film/the-guernsey-literary-potato-peel-pie-society/
the handmaiden,The Handmaiden,290098,2016,Park Chan-wook,Thriller|Drama|Romance,jealousy|based on novel or book|library|pickpocket|eroticism|con man|swindler|lesbian relationship|mansion|lust|lgbt|noblewoman|erotic thriller|nervous|con woman|1930s|lady's maid|handmade|seducer|japanese occupation of korea,,,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as ",17.9344,8.189,https://letterboxd.com/film/the-handmaiden/
the hangover,The Hangover,18785,2009,Todd Phillips,Comedy,amnesia|blackjack|stag night|lost weekend|chapel|hit with tire iron|memory loss|las vegas|drugs|shaggy dog story,,,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres throug",15.0168,7.33,https://letterboxd.com/film/the-hangover/
the hobbit: an unexpected journey,The Hobbit: An Unexpected Journey,49051,2012,Peter Jackson,Adventure|Fantasy|Action,based on novel or book|elves|dwarf|magic|horseback riding|sword|burglar|legend|riddle|mountain|contract|travel|troll|creature|thunderstorm|fantasy world|wizard|epic battle|lost ring|journey,,,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",18.1152,7.37,https://letterboxd.com/film/the-hobbit-an-unexpected-journey/
the hobbit: the desolation of smaug,The Hobbit: The Desolation of Smaug,57158,2013,Peter Jackson,Fantasy|Adventure|Action,gold|lake|based on novel or book|elves|dwarf|shapeshifting|mountain|giant spider|melancholy|sequel|bear|troll|dragon|turns into animal|barrel|fantasy world|wizard|journey|ring|invisibility,,,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",12.2588,7.576,https://letterboxd.com/film/the-hobbit-the-desolation-of-smaug/
the holdovers,The Holdovers,840430,2023,Alexander Payne,Drama|Comedy,"vietnam war|winter|boarding school|holiday|boston, massachusetts|1970s|alcoholism|grief|misfit|mental illness|teacher student relationship|new england|boys' boarding school|christmas|winter break|troubled youth|loss of son|intimate|christmastime|cook",,,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just l",6.1887,7.651,https://letterboxd.com/film/the-holdovers/
the holiday,The Holiday,1581,2006,Nancy Meyers,Comedy|Romance,"london, england|holiday|movie business|christmas party|country house|vacation|surrey|romance|los angeles, california|multiple storylines|woman director|christmas|christmas romance|house swapping|holiday romance|bold|vibrant",,,"Two women, one American and one British, swap homes at Christmastime following bad breakups. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",7.3116,7.098,https://letterboxd.com/film/the-holiday/
